killmail id,killmail time,ship type id,ship name
71188203,2018-07-11T17:29:59Z,12019,Sacrilege
71188167,2018-07-11T17:27:38Z,12005,Ishtar
71187671,2018-07-11T16:54:46Z,17715,Gila
71186971,2018-07-11T16:06:01Z,17843,Vexor Navy Issue
71185971,2018-07-11T14:45:47Z,11999,Vagabond
71185773,2018-07-11T14:30:47Z,17715,Gila
71183908,2018-07-11T10:57:56Z,17843,Vexor Navy Issue
71182007,2018-07-11T06:06:25Z,17715,Gila
71181778,2018-07-11T05:31:37Z,17715,Gila
71181445,2018-07-11T04:42:39Z,17715,Gila
71181038,2018-07-11T03:57:19Z,626,Vexor
71180812,2018-07-11T03:30:09Z,17843,Vexor Navy Issue
71180639,2018-07-11T03:08:15Z,621,Caracal
71180396,2018-07-11T02:38:17Z,12005,Ishtar
71179304,2018-07-11T00:57:20Z,44995,Enforcer
71177542,2018-07-10T22:30:41Z,17715,Gila
71177182,2018-07-10T22:03:26Z,17843,Vexor Navy Issue
71176009,2018-07-10T21:02:07Z,626,Vexor
71175558,2018-07-10T20:33:21Z,17715,Gila
71174423,2018-07-10T19:32:55Z,17715,Gila
71173622,2018-07-10T18:46:25Z,17722,Vigilant
71172375,2018-07-10T17:20:07Z,12019,Sacrilege
71172248,2018-07-10T17:09:28Z,17715,Gila
71171228,2018-07-10T15:53:09Z,12005,Ishtar
71171164,2018-07-10T15:48:23Z,17715,Gila
71170991,2018-07-10T15:31:49Z,17713,Stabber Fleet Issue
71170744,2018-07-10T15:09:52Z,17843,Vexor Navy Issue
71170718,2018-07-10T15:07:43Z,632,Blackbird
71167787,2018-07-10T10:24:40Z,17715,Gila
71165487,2018-07-10T05:21:50Z,12019,Sacrilege
71163997,2018-07-10T02:42:28Z,17715,Gila
71162377,2018-07-09T23:47:16Z,11999,Vagabond
71161945,2018-07-09T23:01:58Z,17715,Gila
71161460,2018-07-09T22:17:41Z,17715,Gila
71160921,2018-07-09T21:34:41Z,17715,Gila
71160145,2018-07-09T20:47:42Z,623,Moa
71157827,2018-07-09T19:04:25Z,17715,Gila
71156720,2018-07-09T18:09:59Z,33818,Orthrus
71155859,2018-07-09T17:20:21Z,621,Caracal
71155294,2018-07-09T16:47:12Z,12019,Sacrilege
71155044,2018-07-09T16:36:38Z,12005,Ishtar
71154532,2018-07-09T16:12:25Z,17715,Gila
71154449,2018-07-09T16:06:11Z,626,Vexor
71154212,2018-07-09T15:48:21Z,17715,Gila
71154177,2018-07-09T15:46:06Z,17715,Gila
71151050,2018-07-09T14:30:03Z,12019,Sacrilege
71149105,2018-07-09T13:47:34Z,12005,Ishtar
71148194,2018-07-09T13:23:28Z,629,Rupture
71147821,2018-07-09T12:54:52Z,17709,Omen Navy Issue
71147382,2018-07-09T12:11:17Z,17715,Gila
71147244,2018-07-09T11:50:51Z,17715,Gila
71145499,2018-07-09T07:11:37Z,17709,Omen Navy Issue
71144534,2018-07-09T04:52:07Z,17715,Gila
71143313,2018-07-09T02:58:42Z,17715,Gila
71143223,2018-07-09T02:48:35Z,621,Caracal
71142945,2018-07-09T02:20:36Z,17715,Gila
71140804,2018-07-08T23:39:12Z,621,Caracal
71139708,2018-07-08T22:30:04Z,17715,Gila
71138196,2018-07-08T21:09:50Z,47270,Vedmak
71138096,2018-07-08T21:06:24Z,17715,Gila
71137816,2018-07-08T20:52:57Z,17715,Gila
71134545,2018-07-08T18:42:54Z,17715,Gila
71133605,2018-07-08T18:01:41Z,17843,Vexor Navy Issue
71133519,2018-07-08T17:57:51Z,17715,Gila
71133371,2018-07-08T17:48:48Z,17715,Gila
71132401,2018-07-08T16:59:47Z,12019,Sacrilege
71132304,2018-07-08T16:55:52Z,626,Vexor
71131710,2018-07-08T16:24:31Z,17715,Gila
71131596,2018-07-08T16:20:30Z,17715,Gila
71130154,2018-07-08T15:09:19Z,11999,Vagabond
71129588,2018-07-08T14:40:40Z,12019,Sacrilege
71129450,2018-07-08T14:34:14Z,17715,Gila
71127256,2018-07-08T13:00:20Z,17843,Vexor Navy Issue
71127220,2018-07-08T12:58:07Z,621,Caracal
71126988,2018-07-08T12:42:40Z,17715,Gila
71126831,2018-07-08T12:32:56Z,33470,Stratios
71126511,2018-07-08T12:07:10Z,17715,Gila
71125537,2018-07-08T10:18:39Z,17715,Gila
71125286,2018-07-08T09:58:05Z,626,Vexor
71124124,2018-07-08T08:25:05Z,17715,Gila
71124003,2018-07-08T08:13:14Z,17715,Gila
71123618,2018-07-08T07:41:39Z,12005,Ishtar
71123113,2018-07-08T06:55:01Z,627,Thorax
71122456,2018-07-08T06:00:36Z,17843,Vexor Navy Issue
71121894,2018-07-08T05:03:15Z,17715,Gila
71121888,2018-07-08T05:01:58Z,17715,Gila
71121163,2018-07-08T03:51:32Z,621,Caracal
71120485,2018-07-08T02:52:19Z,17715,Gila
71118607,2018-07-08T00:04:00Z,621,Caracal
71118079,2018-07-07T23:24:50Z,621,Caracal
71118016,2018-07-07T23:20:05Z,626,Vexor
71117897,2018-07-07T23:11:17Z,621,Caracal
71117688,2018-07-07T22:59:46Z,626,Vexor
71117102,2018-07-07T22:23:50Z,17715,Gila
71116988,2018-07-07T22:17:27Z,12005,Ishtar
71116787,2018-07-07T22:07:44Z,628,Arbitrator
71116191,2018-07-07T21:34:35Z,17715,Gila
71115896,2018-07-07T21:19:13Z,621,Caracal
71115591,2018-07-07T21:06:31Z,622,Stabber
71115122,2018-07-07T20:44:20Z,17843,Vexor Navy Issue
71113943,2018-07-07T20:05:10Z,633,Celestis
71113888,2018-07-07T20:01:53Z,12023,Deimos
71113378,2018-07-07T19:37:45Z,11999,Vagabond
71112298,2018-07-07T18:43:59Z,17715,Gila
71111276,2018-07-07T17:50:33Z,12005,Ishtar
71110954,2018-07-07T17:31:21Z,622,Stabber
71110157,2018-07-07T16:40:55Z,12005,Ishtar
71109958,2018-07-07T16:29:29Z,12019,Sacrilege
71109252,2018-07-07T15:47:04Z,621,Caracal
71108607,2018-07-07T15:02:08Z,17715,Gila
71108427,2018-07-07T14:51:13Z,17715,Gila
71107892,2018-07-07T14:19:35Z,17715,Gila
71107477,2018-07-07T13:53:48Z,12003,Zealot
71106797,2018-07-07T13:18:42Z,626,Vexor
71106738,2018-07-07T13:15:02Z,630,Bellicose
71106537,2018-07-07T13:02:19Z,621,Caracal
71105899,2018-07-07T12:19:13Z,628,Arbitrator
71105765,2018-07-07T12:06:09Z,628,Arbitrator
71105331,2018-07-07T11:30:46Z,626,Vexor
71102958,2018-07-07T07:26:55Z,12019,Sacrilege
71102865,2018-07-07T07:17:18Z,17715,Gila
71100432,2018-07-07T03:09:04Z,17715,Gila
71099632,2018-07-07T02:10:32Z,17715,Gila
71098673,2018-07-07T01:05:25Z,17715,Gila
71095342,2018-07-06T21:16:57Z,17715,Gila
71094746,2018-07-06T20:55:27Z,17715,Gila
71093955,2018-07-06T20:17:22Z,17715,Gila
71092392,2018-07-06T18:56:19Z,623,Moa
71092339,2018-07-06T18:53:37Z,623,Moa
71091878,2018-07-06T18:21:46Z,626,Vexor
71089863,2018-07-06T16:16:03Z,2006,Omen
71089241,2018-07-06T15:27:04Z,17715,Gila
71089081,2018-07-06T15:17:13Z,17715,Gila
71088800,2018-07-06T14:52:58Z,17715,Gila
71088406,2018-07-06T14:15:19Z,17715,Gila
71088013,2018-07-06T13:37:27Z,621,Caracal
71087952,2018-07-06T13:32:40Z,626,Vexor
71087850,2018-07-06T13:24:53Z,628,Arbitrator
71087269,2018-07-06T12:30:04Z,12005,Ishtar
71086129,2018-07-06T09:33:11Z,17715,Gila
71086104,2018-07-06T09:30:01Z,12019,Sacrilege
71085975,2018-07-06T09:13:25Z,17715,Gila
71085520,2018-07-06T08:10:32Z,626,Vexor
71084479,2018-07-06T05:41:19Z,33470,Stratios
71083561,2018-07-06T04:01:39Z,621,Caracal
71083539,2018-07-06T03:59:26Z,12023,Deimos
71083300,2018-07-06T03:33:55Z,12015,Muninn
71083118,2018-07-06T03:13:20Z,12005,Ishtar
71082879,2018-07-06T02:56:12Z,17715,Gila
71080114,2018-07-05T22:30:36Z,17715,Gila
71080008,2018-07-05T22:22:33Z,17715,Gila
71079435,2018-07-05T21:37:51Z,17715,Gila
71079048,2018-07-05T21:16:21Z,633,Celestis
71078081,2018-07-05T20:15:23Z,17715,Gila
71077989,2018-07-05T20:09:47Z,17715,Gila
71077686,2018-07-05T19:50:44Z,17715,Gila
71077679,2018-07-05T19:50:12Z,624,Maller
71075741,2018-07-05T18:09:53Z,2006,Omen
71074888,2018-07-05T17:09:09Z,17715,Gila
71072128,2018-07-05T14:00:13Z,17715,Gila
71071697,2018-07-05T13:17:54Z,17715,Gila
71071259,2018-07-05T12:36:43Z,17715,Gila
71071028,2018-07-05T12:11:32Z,628,Arbitrator
71070182,2018-07-05T10:05:14Z,33470,Stratios
71067561,2018-07-05T04:33:37Z,2006,Omen
71067276,2018-07-05T04:07:03Z,621,Caracal
71065707,2018-07-05T01:17:57Z,17715,Gila
71064661,2018-07-04T23:27:10Z,17715,Gila
71063761,2018-07-04T22:03:20Z,626,Vexor
71063259,2018-07-04T21:34:39Z,17715,Gila
71062748,2018-07-04T21:10:54Z,12005,Ishtar
71062361,2018-07-04T20:56:51Z,12023,Deimos
71061085,2018-07-04T20:11:11Z,17715,Gila
71060819,2018-07-04T20:01:07Z,17715,Gila
71060390,2018-07-04T19:40:54Z,621,Caracal
71060286,2018-07-04T19:34:40Z,621,Caracal
71059626,2018-07-04T19:01:02Z,12005,Ishtar
71058960,2018-07-04T18:28:36Z,17715,Gila
71058550,2018-07-04T18:04:17Z,17843,Vexor Navy Issue
71057096,2018-07-04T16:39:16Z,628,Arbitrator
71056881,2018-07-04T16:26:03Z,626,Vexor
71056771,2018-07-04T16:21:20Z,17715,Gila
71056613,2018-07-04T16:10:33Z,11993,Cerberus
71055816,2018-07-04T15:15:23Z,12019,Sacrilege
71055710,2018-07-04T15:07:39Z,17715,Gila
71055056,2018-07-04T14:22:36Z,621,Caracal
71054696,2018-07-04T14:01:03Z,627,Thorax
71053763,2018-07-04T12:46:47Z,17715,Gila
71053391,2018-07-04T12:25:57Z,629,Rupture
71051039,2018-07-04T08:44:50Z,17715,Gila
71049502,2018-07-04T05:35:50Z,17715,Gila
71049494,2018-07-04T05:34:55Z,626,Vexor
71048848,2018-07-04T04:35:53Z,12005,Ishtar
71048115,2018-07-04T03:43:00Z,29337,Augoror Navy Issue
71048031,2018-07-04T03:40:50Z,621,Caracal
71047099,2018-07-04T02:26:02Z,12005,Ishtar
71047004,2018-07-04T02:16:32Z,17715,Gila
71046847,2018-07-04T02:03:06Z,17715,Gila
71046729,2018-07-04T01:53:05Z,17715,Gila
71045813,2018-07-04T00:27:59Z,626,Vexor
71045091,2018-07-03T23:15:29Z,17715,Gila
71044656,2018-07-03T22:39:12Z,623,Moa
71043639,2018-07-03T21:36:12Z,47270,Vedmak
71043058,2018-07-03T21:12:13Z,17843,Vexor Navy Issue
71042190,2018-07-03T20:27:44Z,12023,Deimos
71041726,2018-07-03T19:59:23Z,17715,Gila
71041518,2018-07-03T19:49:35Z,17715,Gila
71040982,2018-07-03T19:22:33Z,17715,Gila
71040414,2018-07-03T18:52:00Z,2006,Omen
71038032,2018-07-03T16:12:46Z,621,Caracal
71037995,2018-07-03T16:09:19Z,627,Thorax
71037574,2018-07-03T15:38:13Z,17715,Gila
71036921,2018-07-03T14:35:16Z,12005,Ishtar
71034668,2018-07-03T10:39:58Z,17634,Caracal Navy Issue
71033844,2018-07-03T09:17:53Z,17715,Gila
71033259,2018-07-03T08:05:19Z,17715,Gila
71030779,2018-07-03T03:02:54Z,17843,Vexor Navy Issue
71030301,2018-07-03T02:25:09Z,17715,Gila
71030212,2018-07-03T02:14:55Z,17715,Gila
71029898,2018-07-03T01:46:26Z,623,Moa
71027494,2018-07-02T22:17:13Z,12019,Sacrilege
71026794,2018-07-02T21:37:42Z,626,Vexor
71026774,2018-07-02T21:36:19Z,17715,Gila
71026466,2018-07-02T21:18:58Z,12005,Ishtar
71025777,2018-07-02T20:46:29Z,628,Arbitrator
71024667,2018-07-02T19:52:31Z,17715,Gila
71024136,2018-07-02T19:28:20Z,17715,Gila
71023680,2018-07-02T19:12:05Z,17715,Gila
71023446,2018-07-02T19:00:12Z,17715,Gila
71022217,2018-07-02T17:51:05Z,626,Vexor
71021687,2018-07-02T17:16:41Z,626,Vexor
71021297,2018-07-02T16:52:10Z,621,Caracal
71020775,2018-07-02T16:14:26Z,17715,Gila
71017735,2018-07-02T12:03:36Z,17715,Gila
71017190,2018-07-02T10:27:26Z,17715,Gila
71017053,2018-07-02T10:10:19Z,17715,Gila
71015605,2018-07-02T07:21:40Z,11993,Cerberus
71013605,2018-07-02T03:39:36Z,12015,Muninn
71013146,2018-07-02T02:59:38Z,17715,Gila
71012381,2018-07-02T01:55:52Z,17715,Gila
71011962,2018-07-02T01:10:16Z,47270,Vedmak
71009383,2018-07-01T21:35:38Z,17634,Caracal Navy Issue
71009356,2018-07-01T21:34:30Z,17715,Gila
71009338,2018-07-01T21:33:20Z,621,Caracal
71009126,2018-07-01T21:19:54Z,12005,Ishtar
71008336,2018-07-01T20:40:56Z,17715,Gila
71007500,2018-07-01T20:04:46Z,626,Vexor
71006936,2018-07-01T19:41:06Z,33470,Stratios
71006589,2018-07-01T19:24:40Z,628,Arbitrator
71005607,2018-07-01T18:31:14Z,630,Bellicose
71005514,2018-07-01T18:25:41Z,12011,Eagle
71005312,2018-07-01T18:14:32Z,17715,Gila
71005278,2018-07-01T18:12:47Z,621,Caracal
71004959,2018-07-01T17:55:07Z,626,Vexor
71004569,2018-07-01T17:33:53Z,17715,Gila
71004085,2018-07-01T17:07:46Z,12005,Ishtar
71003848,2018-07-01T16:51:14Z,621,Caracal
71003586,2018-07-01T16:31:43Z,17715,Gila
71003493,2018-07-01T16:23:42Z,17715,Gila
71002541,2018-07-01T15:24:19Z,621,Caracal
71002530,2018-07-01T15:23:46Z,11999,Vagabond
71002521,2018-07-01T15:23:17Z,17715,Gila
71002438,2018-07-01T15:18:02Z,17715,Gila
71002431,2018-07-01T15:17:46Z,17715,Gila
71002211,2018-07-01T15:04:23Z,12023,Deimos
71002112,2018-07-01T14:59:26Z,626,Vexor
71001840,2018-07-01T14:42:00Z,17715,Gila
71001358,2018-07-01T14:12:39Z,17715,Gila
71000837,2018-07-01T13:42:55Z,628,Arbitrator
71000811,2018-07-01T13:41:23Z,12005,Ishtar
71000636,2018-07-01T13:32:35Z,12019,Sacrilege
70998624,2018-07-01T11:17:55Z,628,Arbitrator
70998058,2018-07-01T10:21:07Z,17718,Phantasm
70997840,2018-07-01T10:10:53Z,624,Maller
70997680,2018-07-01T10:00:21Z,11999,Vagabond
70997496,2018-07-01T09:47:29Z,17715,Gila
70997322,2018-07-01T09:36:38Z,17843,Vexor Navy Issue
70996646,2018-07-01T08:37:54Z,621,Caracal
70996598,2018-07-01T08:34:32Z,17715,Gila
70996498,2018-07-01T08:25:43Z,2006,Omen
70996433,2018-07-01T08:20:52Z,29344,Exequror Navy Issue
70996052,2018-07-01T07:41:28Z,12005,Ishtar
70995643,2018-07-01T07:02:13Z,11993,Cerberus
70995088,2018-07-01T06:09:18Z,12005,Ishtar
70994407,2018-07-01T05:29:25Z,17715,Gila
70993094,2018-07-01T03:43:48Z,12005,Ishtar
70992233,2018-07-01T02:22:56Z,11993,Cerberus
70992154,2018-07-01T02:17:59Z,17715,Gila
70991364,2018-07-01T01:07:56Z,17715,Gila
70990491,2018-06-30T23:46:02Z,17715,Gila
70987967,2018-06-30T21:37:33Z,17715,Gila
70987739,2018-06-30T21:26:22Z,626,Vexor
70987689,2018-06-30T21:24:10Z,17713,Stabber Fleet Issue
70987533,2018-06-30T21:16:47Z,17715,Gila
70987184,2018-06-30T20:58:50Z,17715,Gila
70986974,2018-06-30T20:50:40Z,12019,Sacrilege
70986944,2018-06-30T20:48:13Z,17715,Gila
70986910,2018-06-30T20:46:35Z,17715,Gila
70986504,2018-06-30T20:25:34Z,628,Arbitrator
70986428,2018-06-30T20:22:34Z,17715,Gila
70985961,2018-06-30T20:01:56Z,33470,Stratios
70985923,2018-06-30T20:00:31Z,17715,Gila
70984165,2018-06-30T18:44:21Z,17715,Gila
70983839,2018-06-30T18:31:16Z,17715,Gila
70983813,2018-06-30T18:30:31Z,629,Rupture
70982396,2018-06-30T17:17:24Z,17715,Gila
70982339,2018-06-30T17:14:00Z,12005,Ishtar
70982019,2018-06-30T16:56:53Z,17715,Gila
70981666,2018-06-30T16:37:54Z,12005,Ishtar
70981608,2018-06-30T16:35:18Z,17715,Gila
70981530,2018-06-30T16:31:19Z,12019,Sacrilege
70980098,2018-06-30T15:05:13Z,17715,Gila
70979769,2018-06-30T14:45:51Z,12005,Ishtar
70978411,2018-06-30T13:38:44Z,17715,Gila
70978158,2018-06-30T13:28:28Z,17715,Gila
70977557,2018-06-30T12:56:25Z,12019,Sacrilege
70977336,2018-06-30T12:42:16Z,627,Thorax
70975740,2018-06-30T09:50:20Z,626,Vexor
70974827,2018-06-30T08:32:55Z,12019,Sacrilege
70974603,2018-06-30T08:14:58Z,621,Caracal
70972525,2018-06-30T04:56:16Z,12005,Ishtar
70971389,2018-06-30T03:12:05Z,630,Bellicose
70970980,2018-06-30T02:41:54Z,17715,Gila
70970888,2018-06-30T02:34:35Z,17715,Gila
70968214,2018-06-29T22:57:25Z,17715,Gila
70967825,2018-06-29T22:34:23Z,11965,Pilgrim
70967487,2018-06-29T22:12:41Z,17718,Phantasm
70966440,2018-06-29T21:15:33Z,623,Moa
70966159,2018-06-29T21:05:44Z,17715,Gila
70964616,2018-06-29T19:55:55Z,17715,Gila
70964593,2018-06-29T19:54:44Z,17715,Gila
70964074,2018-06-29T19:31:14Z,33470,Stratios
70963616,2018-06-29T19:10:55Z,17715,Gila
70963042,2018-06-29T18:39:54Z,12005,Ishtar
70962775,2018-06-29T18:23:49Z,17715,Gila
70962131,2018-06-29T17:39:20Z,628,Arbitrator
70961723,2018-06-29T17:08:33Z,12005,Ishtar
70961303,2018-06-29T16:37:51Z,17715,Gila
70960507,2018-06-29T15:30:51Z,17715,Gila
70960041,2018-06-29T14:56:57Z,621,Caracal
70959893,2018-06-29T14:45:38Z,12005,Ishtar
70958764,2018-06-29T13:13:52Z,628,Arbitrator
70958249,2018-06-29T12:32:04Z,17843,Vexor Navy Issue
70957683,2018-06-29T10:53:50Z,17715,Gila
70957580,2018-06-29T10:41:53Z,627,Thorax
70957297,2018-06-29T10:10:30Z,12019,Sacrilege
70956342,2018-06-29T08:08:24Z,33470,Stratios
70956032,2018-06-29T07:20:34Z,626,Vexor
70955637,2018-06-29T06:30:10Z,17715,Gila
70955120,2018-06-29T05:28:20Z,29336,Scythe Fleet Issue
70952602,2018-06-29T01:43:43Z,17713,Stabber Fleet Issue
70952595,2018-06-29T01:43:13Z,12019,Sacrilege
70952566,2018-06-29T01:39:53Z,17922,Ashimmu
70952489,2018-06-29T01:31:51Z,17715,Gila
70951882,2018-06-29T00:31:20Z,17715,Gila
70950529,2018-06-28T22:34:53Z,627,Thorax
70950417,2018-06-28T22:26:48Z,17715,Gila
70949683,2018-06-28T21:30:07Z,29336,Scythe Fleet Issue
70949605,2018-06-28T21:26:06Z,17715,Gila
70948610,2018-06-28T20:42:51Z,17715,Gila
70947953,2018-06-28T20:05:14Z,17715,Gila
70947791,2018-06-28T19:57:30Z,12019,Sacrilege
70946692,2018-06-28T19:01:25Z,17715,Gila
70946480,2018-06-28T18:51:59Z,17715,Gila
70945909,2018-06-28T18:25:47Z,17715,Gila
70944358,2018-06-28T16:43:41Z,17843,Vexor Navy Issue
70944266,2018-06-28T16:38:48Z,17715,Gila
70944079,2018-06-28T16:27:09Z,17715,Gila
70941320,2018-06-28T14:37:10Z,12019,Sacrilege
70940559,2018-06-28T13:55:56Z,621,Caracal
70940361,2018-06-28T13:37:16Z,12011,Eagle
70940151,2018-06-28T13:16:20Z,11993,Cerberus
70940118,2018-06-28T13:13:11Z,17843,Vexor Navy Issue
70939653,2018-06-28T12:26:15Z,17843,Vexor Navy Issue
70939612,2018-06-28T12:21:14Z,12005,Ishtar
70939223,2018-06-28T11:25:26Z,17715,Gila
70937894,2018-06-28T08:39:45Z,626,Vexor
70937852,2018-06-28T08:35:12Z,17843,Vexor Navy Issue
70936400,2018-06-28T05:59:16Z,621,Caracal
70935647,2018-06-28T04:21:48Z,621,Caracal
70935295,2018-06-28T03:38:30Z,621,Caracal
70934658,2018-06-28T02:53:27Z,17634,Caracal Navy Issue
70934246,2018-06-28T02:24:00Z,629,Rupture
70933564,2018-06-28T01:17:35Z,12023,Deimos
70933535,2018-06-28T01:13:32Z,12019,Sacrilege
70932927,2018-06-28T00:17:15Z,11993,Cerberus
70932494,2018-06-27T23:40:33Z,623,Moa
70932341,2018-06-27T23:26:15Z,17715,Gila
70930351,2018-06-27T21:15:51Z,17715,Gila
70930173,2018-06-27T21:04:40Z,33818,Orthrus
70930091,2018-06-27T20:59:45Z,12019,Sacrilege
70929275,2018-06-27T20:21:44Z,626,Vexor
70928851,2018-06-27T20:03:38Z,17715,Gila
70927985,2018-06-27T19:16:06Z,624,Maller
70927479,2018-06-27T18:51:22Z,626,Vexor
70927469,2018-06-27T18:50:19Z,624,Maller
70926519,2018-06-27T18:05:25Z,17715,Gila
70925969,2018-06-27T17:32:55Z,17843,Vexor Navy Issue
70925513,2018-06-27T17:01:21Z,626,Vexor
70925288,2018-06-27T16:45:36Z,621,Caracal
70925036,2018-06-27T16:22:49Z,621,Caracal
70923956,2018-06-27T14:58:38Z,12005,Ishtar
70923949,2018-06-27T14:57:43Z,2006,Omen
70923128,2018-06-27T13:49:55Z,626,Vexor
70922945,2018-06-27T13:35:22Z,17634,Caracal Navy Issue
70922200,2018-06-27T12:44:55Z,621,Caracal
70921959,2018-06-27T12:19:21Z,621,Caracal
70921955,2018-06-27T12:19:04Z,633,Celestis
70921160,2018-06-27T10:24:04Z,17715,Gila
70920454,2018-06-27T09:08:30Z,17843,Vexor Navy Issue
70919170,2018-06-27T06:43:07Z,17715,Gila
70918811,2018-06-27T05:53:37Z,17715,Gila
70918664,2018-06-27T05:31:16Z,17715,Gila
70918352,2018-06-27T04:58:34Z,12015,Muninn
70918272,2018-06-27T04:48:00Z,17715,Gila
70917958,2018-06-27T04:19:05Z,17715,Gila
70917696,2018-06-27T04:01:37Z,17718,Phantasm
70916695,2018-06-27T02:40:43Z,630,Bellicose
70916447,2018-06-27T02:20:32Z,47270,Vedmak
70915863,2018-06-27T01:33:20Z,17634,Caracal Navy Issue
70915343,2018-06-27T00:54:48Z,628,Arbitrator
70915286,2018-06-27T00:49:31Z,626,Vexor
70915122,2018-06-27T00:33:25Z,33470,Stratios
70915046,2018-06-27T00:27:28Z,17718,Phantasm
70914260,2018-06-26T23:07:47Z,623,Moa
70913899,2018-06-26T22:33:16Z,629,Rupture
70912124,2018-06-26T20:41:12Z,626,Vexor
70911833,2018-06-26T20:23:03Z,17715,Gila
70911540,2018-06-26T20:08:31Z,17715,Gila
70911252,2018-06-26T19:54:09Z,626,Vexor
70911071,2018-06-26T19:43:36Z,17715,Gila
70910494,2018-06-26T19:17:35Z,29340,Osprey Navy Issue
70910253,2018-06-26T19:04:36Z,17715,Gila
70910032,2018-06-26T18:54:02Z,622,Stabber
70908523,2018-06-26T17:27:20Z,33470,Stratios
70908108,2018-06-26T17:03:24Z,12019,Sacrilege
70907143,2018-06-26T16:01:02Z,12005,Ishtar
70906608,2018-06-26T15:21:21Z,12005,Ishtar
70905837,2018-06-26T14:17:59Z,17715,Gila
70903464,2018-06-26T10:50:30Z,12023,Deimos
70902670,2018-06-26T09:42:20Z,29336,Scythe Fleet Issue
70900753,2018-06-26T06:34:54Z,17715,Gila
70899678,2018-06-26T04:56:21Z,11999,Vagabond
70899385,2018-06-26T04:44:12Z,17715,Gila
70898035,2018-06-26T02:40:13Z,629,Rupture
70897681,2018-06-26T02:17:11Z,17715,Gila
70897418,2018-06-26T01:56:19Z,12015,Muninn
70897407,2018-06-26T01:55:36Z,33470,Stratios
70896808,2018-06-26T01:00:43Z,12005,Ishtar
70896401,2018-06-26T00:32:26Z,626,Vexor
70896262,2018-06-26T00:21:35Z,17715,Gila
70895944,2018-06-25T23:56:57Z,12019,Sacrilege
70895624,2018-06-25T23:31:52Z,621,Caracal
70895618,2018-06-25T23:31:29Z,623,Moa
70895413,2018-06-25T23:13:08Z,17715,Gila
70895358,2018-06-25T23:08:25Z,17715,Gila
70894435,2018-06-25T22:02:03Z,626,Vexor
70893644,2018-06-25T21:14:53Z,17715,Gila
70893027,2018-06-25T20:30:40Z,17715,Gila
70892701,2018-06-25T20:08:28Z,17843,Vexor Navy Issue
70892236,2018-06-25T19:44:34Z,17715,Gila
70891086,2018-06-25T18:54:10Z,17715,Gila
70890497,2018-06-25T18:26:27Z,12019,Sacrilege
70888985,2018-06-25T17:04:31Z,17715,Gila
70888378,2018-06-25T16:27:34Z,47270,Vedmak
70887671,2018-06-25T15:41:44Z,17715,Gila
70887638,2018-06-25T15:38:35Z,12005,Ishtar
70887133,2018-06-25T15:06:08Z,621,Caracal
70885855,2018-06-25T13:41:31Z,623,Moa
70885549,2018-06-25T13:21:34Z,621,Caracal
70883197,2018-06-25T09:26:27Z,17715,Gila
70883194,2018-06-25T09:26:19Z,12005,Ishtar
70882981,2018-06-25T08:57:25Z,17843,Vexor Navy Issue
70882295,2018-06-25T07:30:55Z,17715,Gila
70881197,2018-06-25T05:23:36Z,33470,Stratios
70880793,2018-06-25T04:38:22Z,629,Rupture
70880178,2018-06-25T03:47:05Z,12019,Sacrilege
70879928,2018-06-25T03:34:08Z,11993,Cerberus
70876945,2018-06-24T23:41:07Z,12005,Ishtar
70874827,2018-06-24T21:35:41Z,47270,Vedmak
70874290,2018-06-24T21:13:36Z,17715,Gila
70872979,2018-06-24T20:24:09Z,17843,Vexor Navy Issue
70872888,2018-06-24T20:21:35Z,17715,Gila
70871856,2018-06-24T19:52:05Z,17715,Gila
70871763,2018-06-24T19:48:02Z,2006,Omen
70871762,2018-06-24T19:48:01Z,17715,Gila
70871539,2018-06-24T19:41:22Z,621,Caracal
70869416,2018-06-24T18:27:41Z,12005,Ishtar
70869086,2018-06-24T18:16:27Z,621,Caracal
70868472,2018-06-24T17:52:24Z,621,Caracal
70867712,2018-06-24T17:23:07Z,12005,Ishtar
70867482,2018-06-24T17:15:28Z,17718,Phantasm
70867002,2018-06-24T16:52:22Z,12015,Muninn
70866956,2018-06-24T16:50:37Z,621,Caracal
70866891,2018-06-24T16:47:22Z,17715,Gila
70866183,2018-06-24T16:19:47Z,17843,Vexor Navy Issue
70865853,2018-06-24T16:07:15Z,17715,Gila
70865676,2018-06-24T15:57:43Z,12005,Ishtar
70865635,2018-06-24T15:55:31Z,17715,Gila
70864919,2018-06-24T15:29:42Z,17715,Gila
70864190,2018-06-24T15:03:14Z,629,Rupture
70864067,2018-06-24T14:58:35Z,11993,Cerberus
70863820,2018-06-24T14:47:37Z,12019,Sacrilege
70861820,2018-06-24T13:12:17Z,621,Caracal
70860712,2018-06-24T12:05:06Z,17715,Gila
70860550,2018-06-24T11:57:23Z,627,Thorax
70860272,2018-06-24T11:41:45Z,17715,Gila
70860159,2018-06-24T11:40:10Z,629,Rupture
70860004,2018-06-24T11:29:33Z,17715,Gila
70859296,2018-06-24T10:17:25Z,17715,Gila
70858871,2018-06-24T09:53:33Z,621,Caracal
70858287,2018-06-24T09:19:31Z,626,Vexor
70857516,2018-06-24T08:38:36Z,17715,Gila
70856710,2018-06-24T07:43:54Z,12019,Sacrilege
70856425,2018-06-24T07:24:18Z,17715,Gila
70855448,2018-06-24T06:09:36Z,17715,Gila
